countyID,monthID,temperature_F,relHumidity_pct
1023,10,63.6750,73.4292
1023,11,53.6333,72.1250
1023,12,44.7583,72.3958
1025,1,45.0208,69.2958
1025,2,47.6583,68.0792
1025,3,57.3542,66.3250
1025,4,64.3417,67.9292
1025,5,72.4625,70.8083
1025,6,79.2083,72.3542
1025,7,80.3250,75.8625
1025,8,80.1042,75.6375
1025,9,74.9583,73.5167
1025,10,64.3083,72.9750
1025,11,54.5000,71.6833
1025,12,45.8250,71.9417
1027,1,40.7875,66.5125
1027,2,43.6458,64.7208
1027,3,53.4750,63.3250
1027,4,60.8417,64.6958
1027,5,68.6458,69.8042
1027,6,76.2500,71.3042
1027,7,78.3583,74.5208
1027,8,78.4083,73.7375
1027,9,71.9083,72.1875
1027,10,60.8500,72.1292
1027,11,51.1833,69.3167
1027,12,42.0875,69.6292
1029,1,39.7167,66.5833
1029,2,42.6833,64.9417
1029,3,52.6292,63.5500
1029,4,60.3167,64.3708
1029,5,68.0792,70.0917
1029,6,75.7625,71.4250
1029,7,77.8875,74.5708
1029,8,78.1625,73.3875
1029,9,71.4125,72.2250
1029,10,60.1042,72.1375
1029,11,50.5167,69.3958
1029,12,41.2667,70.1292
1031,1,46.1833,68.4250
1031,2,49.0000,67.3875
1031,3,58.5292,65.5958
1031,4,65.0333,67.0958
1031,5,73.5292,69.0667
1031,6,79.6792,71.6708
1031,7,80.7250,75.4083
1031,8,80.4125,76.4292
1031,9,75.7458,73.6125
1031,10,65.8458,72.8125
1031,11,56.0292,71.4458
1031,12,47.4250,71.1583
1033,1,38.2375,68.6083
1033,2,41.2833,66.6583
1033,3,52.0875,63.1833
1033,4,60.8042,63.0458
1033,5,68.5042,69.0458
1033,6,76.2708,70.9333
1033,7,78.8042,73.7333
1033,8,78.6958,72.4833
1033,9,71.3625,71.3708
1033,10,59.8333,70.9000
1033,11,50.0042,68.8167
1033,12,40.4375,70.3875
1035,1,45.4875,69.9833
1035,2,48.0708,69.1375
1035,3,57.6792,67.2417
1035,4,64.2292,68.6958
1035,5,72.7875,71.1542
1035,6,79.2375,73.1917
1035,7,80.2458,77.0250
1035,8,80.1208,77.4750
1035,9,75.2125,75.1875
1035,10,64.9042,74.1875
1035,11,55.0125,72.9792
1035,12,46.6292,72.9875
1037,1,41.9625,67.4292
1037,2,44.9250,65.3958
1037,3,54.8375,63.6958
1037,4,62.1250,65.4292
1037,5,70.0500,69.8417
1037,6,77.1667,71.2750
1037,7,79.1208,74.7958
1037,8,79.1250,73.9500
1037,9,72.9833,72.5583
1037,10,62.0125,72.4792
1037,11,52.2250,70.0458
1037,12,43.3375,70.2667
1039,1,46.2125,68.1417
1039,2,48.7417,67.2375
1039,3,58.2500,65.4542
1039,4,64.7000,67.0458
1039,5,73.4667,69.0125
1039,6,79.7500,71.4750
1039,7,80.7792,75.1125
1039,8,80.5667,75.9000
1039,9,75.9208,73.1125
1039,10,65.6583,72.3125
1039,11,55.7750,70.7458
1039,12,47.6042,71.0375
1041,1,44.7417,68.3958
1041,2,47.3500,67.3167
1041,3,57.1042,65.3667
1041,4,63.7208,67.2917
1041,5,72.1667,69.9625
1041,6,78.6542,72.0750
1041,7,80.1417,75.7167
1041,8,79.9042,76.0958
1041,9,74.6083,73.7167
1041,10,64.2667,73.1458
1041,11,54.3167,71.4208
1041,12,45.9708,71.5750
1043,1,38.9500,68.6083
1043,2,41.9250,66.2458
1043,3,52.8167,63.5708
1043,4,61.1042,64.1750
1043,5,68.5792,70.0458
1043,6,76.4458,71.0167
1043,7,78.3208,74.4042
1043,8,79.0792,72.8917
1043,9,71.6292,71.8125
1043,10,59.9917,71.5000
1043,11,49.8583,69.0167
1043,12,40.4333,70.3458
1045,1,46.1833,68.0917
1045,2,49.0917,66.7708
1045,3,58.7000,64.7000
1045,4,65.2583,66.1292
1045,5,73.7292,67.9167
1045,6,79.8125,70.7125
1045,7,80.8917,74.9083
1045,8,80.5292,76.0792
1045,9,75.7458,72.9583
1045,10,65.8292,72.1000
1045,11,55.9542,70.7167
1045,12,47.4417,70.7167
1047,1,43.8292,68.1417
1047,2,46.6375,66.5875
1047,3,56.5917,64.7000
1047,4,63.7500,66.5542
1047,5,71.9542,70.0792
1047,6,79.1167,71.3625
1047,7,80.6125,74.9792
1047,8,80.5167,74.4833
1047,9,74.8583,72.7833
1047,10,63.8667,72.7250
1047,11,53.7083,70.8667
1047,12,44.9500,71.1083
1049,1,38.1250,67.7292
1049,2,41.1500,65.7375
1049,3,51.7042,63.9250
1049,4,59.8958,63.8083
1049,5,67.6750,70.5625
1049,6,75.4583,71.6125
1049,7,77.8292,74.4708
1049,8,78.3208,73.1083
1049,9,71.3417,72.2667
1049,10,59.7333,72.0333
1049,11,49.5750,69.5625
1049,12,39.8167,70.8417
1051,1,43.2792,67.4625
1051,2,46.2250,65.7500
1051,3,56.1083,63.7458
1051,4,63.1750,65.7625
1051,5,71.2917,69.7083
1051,6,78.2208,71.2583
1051,7,79.9042,74.9625
1051,8,79.8750,74.3375
1051,9,74.0417,72.7417
1051,10,63.1208,72.5958
1051,11,53.2583,70.5208
1051,12,44.5667,70.7083
1053,1,46.7000,69.5625
1053,2,49.2125,69.0542
1053,3,58.4708,67.4708
1053,4,65.0208,68.7250
1053,5,73.5417,70.8333
1053,6,79.7292,72.8417
1053,7,80.6792,76.3500
1053,8,80.4042,76.9000
1053,9,75.9500,74.0500
1053,10,65.7667,72.8000
1053,11,56.0083,71.7250
1053,12,47.9375,72.2000
1055,1,39.5000,67.1250
1055,2,42.8208,65.6458
1055,3,53.7000,64.1167
1055,4,61.8042,64.7708
1055,5,69.4417,70.9458
1055,6,77.2125,71.6000
1055,7,79.2583,75.0292
1055,8,79.7875,73.4500
1055,9,72.9375,72.2042
1055,10,61.3625,71.8292
1055,11,51.0833,69.1625
1055,12,41.4042,70.4917
1057,1,40.4417,68.2167
1057,2,43.4708,66.2708
1057,3,54.0500,63.8667
1057,4,61.9250,64.9417
1057,5,69.8583,70.2625
1057,6,77.7167,70.9500
1057,7,79.8708,74.2375
1057,8,79.8583,73.0167
1057,9,72.9458,71.9542
1057,10,61.4750,72.0333
1057,11,51.4417,69.8708
1057,12,42.0542,70.6417
1059,1,38.3792,68.8625
1059,2,41.3333,66.8083
1059,3,52.2917,63.6625
1059,4,60.6792,63.8125
1059,5,68.5125,69.6000
1059,6,76.4208,70.7583
1059,7,78.9917,73.7417
1059,8,78.9333,72.4458
1059,9,71.5875,71.6667
1059,10,59.9375,71.3292
1059,11,49.9583,69.3333
1059,12,40.4042,70.8083
1061,1,46.7167,68.7583
1061,2,49.5958,67.8333
1061,3,58.9875,66.0500
1061,4,65.4958,67.0292
1061,5,74.1958,68.6125
1061,6,80.1583,71.9042
1061,7,81.0667,75.5333
1061,8,80.8042,76.8083
1061,9,76.1208,73.4792
1061,10,66.1750,72.2083
1061,11,56.1167,71.2333
1061,12,47.7667,71.6708
1063,1,42.7833,68.7708
1063,2,45.6542,67.0417
1063,3,55.8917,64.8583
1063,4,63.4500,66.6333
1063,5,71.4083,70.7875
1063,6,78.7958,71.6833
1063,7,80.6042,75.1667
1063,8,80.5625,74.3958
1063,9,74.3083,72.9917
1063,10,63.1542,73.2042
1063,11,53.2333,71.5292
1063,12,44.1208,71.6500
1065,1,43.3458,68.6292
1065,2,46.1083,66.7750
1065,3,56.1583,64.7000
1065,4,63.5875,66.6833
1065,5,71.3625,70.8000
1065,6,78.6792,71.7625
1065,7,80.6125,75.2167
1065,8,80.6958,74.2750
1065,9,74.5167,72.9583
1065,10,63.3625,73.3250
1065,11,53.5250,71.2583
1065,12,44.4417,71.5292
1067,1,46.0500,67.8208
1067,2,48.8542,66.3000
1067,3,58.2583,64.4292
1067,4,65.0167,65.5000
1067,5,73.5583,67.1542
1067,6,79.8667,70.8417
1067,7,80.9250,74.6417
1067,8,80.5792,75.7125
1067,9,75.7750,72.5542
1067,10,65.8417,71.6083
1067,11,55.9208,70.1750
1067,12,47.3458,70.7417
1069,1,47.0375,68.2458
1069,2,49.9833,67.0000
1069,3,59.2542,65.1583
1069,4,65.9333,65.8542
1069,5,74.5083,67.0333
1069,6,80.5417,71.1583
1069,7,81.4167,75.0042
1069,8,80.9458,76.5167
1069,9,76.3458,73.2250
1069,10,66.6042,71.5208
1069,11,56.6667,70.6083
1069,12,48.2417,71.4417
1071,1,37.3458,67.9458
1071,2,40.3750,65.5708
1071,3,51.1250,63.6458
1071,4,59.4667,63.3250
1071,5,67.0792,70.0667
1071,6,75.1542,71.1292
1071,7,77.4500,73.8792
1071,8,77.9083,72.4917
1071,9,70.6875,71.8583
1071,10,59.0125,71.4167
1071,11,49.1375,69.1958
1071,12,39.2667,70.8208
1073,1,41.6000,66.1833
1073,2,44.6125,64.2875
1073,3,55.0833,62.6625
1073,4,62.8083,63.2875
1073,5,70.4917,68.9083
1073,6,77.9542,69.9625
1073,7,79.9250,72.9208
1073,8,80.1458,71.5708
1073,9,73.6375,70.5500
1073,10,62.3792,70.8375
1073,11,52.4833,68.1458
1073,12,43.3417,68.9917
1075,1,40.3750,68.4958
1075,2,43.3958,66.4792
1075,3,54.1125,63.9333
1075,4,62.0458,65.0917
1075,5,69.9708,70.4458
1075,6,77.8500,71.1625
1075,7,79.9875,74.1500
1075,8,80.0917,72.9000
1075,9,73.0625,72.0417
1075,10,61.5417,72.0750
1075,11,51.4458,70.0833
1075,12,42.0917,70.8500
1077,1,37.5417,68.8250
1077,2,40.5833,66.7167
1077,3,51.3875,63.1875
1077,4,60.2917,63.0292
1077,5,67.9917,69.1458
1077,6,75.8917,70.8958
1077,7,78.3417,73.6542
1077,8,78.3292,72.4708
1077,9,70.9000,71.4833
1077,10,59.2792,70.7458
1077,11,49.5375,68.7625
1077,12,39.7792,70.4583
1079,1,38.6042,68.8125
1079,2,41.5250,66.5750
1079,3,52.4500,63.5292
1079,4,60.8667,63.6417
1079,5,68.4083,69.5583
1079,6,76.2083,70.8292
1079,7,78.5333,73.7708
1079,8,78.5917,72.3583
1079,9,71.2792,71.5083
1079,10,59.8583,71.1833
1079,11,50.0875,69.0542
1079,12,40.4042,70.7292
1081,1,42.8583,65.7417
1081,2,45.6417,63.6958
1081,3,55.2292,62.3667
1081,4,62.3042,64.2792
1081,5,70.6125,67.9667
1081,6,77.6542,70.1167
1081,7,79.4125,74.0208
1081,8,79.4792,73.9000
1081,9,73.5667,71.6708
1081,10,62.7833,71.3958
1081,11,52.8250,69.0458
1081,12,44.2000,69.1000
1083,1,37.7375,68.9042
1083,2,40.8125,66.5167
1083,3,51.7583,63.5125
1083,4,60.5167,63.3875
1083,5,68.1583,69.4083
1083,6,76.2792,70.6292
1083,7,78.7083,73.6042
1083,8,78.7958,72.2333
1083,9,71.4875,71.4833
1083,10,59.8292,70.9083
1083,11,49.7500,69.0458
1083,12,39.8542,71.1458
1085,1,44.2500,68.0333
1085,2,47.0750,66.6500
1085,3,56.9042,64.5125
1085,4,63.7833,66.5792
1085,5,71.9375,69.6833
1085,6,78.7250,71.4250
1085,7,80.2167,75.1833
1085,8,80.1458,74.8958
1085,9,74.6292,73.0625
1085,10,64.0250,72.7708
1085,11,54.0583,70.9958
1085,12,45.4167,71.2417
1087,1,43.3292,66.6833
1087,2,46.1875,64.8958
1087,3,55.9083,63.0833
1087,4,62.8167,64.8708
1087,5,71.1333,68.4083
1087,6,78.1333,70.6792
1087,7,79.8458,74.4792
1087,8,79.7625,74.2708
1087,9,74.0250,72.1625
1087,10,63.1750,71.8375
1087,11,53.2333,69.7583
1087,12,44.6042,69.9208
1089,1,37.9208,68.5667
1089,2,40.8458,66.5583
1089,3,51.7500,64.0875
1089,4,60.3542,63.4417
1089,5,68.1208,69.4750
1089,6,76.2333,70.5500
1089,7,78.4083,73.5792
1089,8,78.6500,72.1833
1089,9,71.3542,71.6208
1089,10,59.6042,71.2875
1089,11,49.7208,69.3542
1089,12,39.7708,71.2458
1091,1,43.5917,68.7708
1091,2,46.3083,67.1542
1091,3,56.3708,65.2917
1091,4,63.6500,67.2125
1091,5,71.6583,70.8167
1091,6,78.8833,71.9333
1091,7,80.4250,75.4750
1091,8,80.3250,74.9667
1091,9,74.5375,73.2917
1091,10,63.5208,73.1792
1091,11,53.5750,71.5083
1091,12,44.5250,71.6417
1093,1,38.6333,68.4750
1093,2,41.7958,66.5542
1093,3,52.6583,63.8208
1093,4,60.7292,64.4833
1093,5,68.7917,70.0250
1093,6,76.6625,70.7917
1093,7,79.1750,73.9333
1093,8,79.1208,72.6500
1093,9,71.9125,71.8083
1093,10,60.3250,71.7458
1093,11,50.0917,69.6333
1093,12,40.5042,70.6167
1095,1,39.2500,67.9875
1095,2,42.1375,65.7708
1095,3,52.9458,63.5292
1095,4,61.2000,63.3083
1095,5,68.9000,69.6000
1095,6,76.9667,70.6375
1095,7,79.0917,74.1000
1095,8,79.6792,72.3417
1095,9,72.9750,71.5667
1095,10,61.2542,71.4458
1095,11,51.3792,68.9208
1095,12,41.0000,70.9875
1097,1,48.2833,70.4667
1097,2,50.6792,69.8375
1097,3,59.4458,68.6875
1097,4,66.2375,69.2333
1097,5,74.3083,71.1833
1097,6,80.3083,73.3875
1097,7,81.1625,76.5042
1097,8,81.0458,76.7333
1097,9,77.0875,73.7333
1097,10,67.3875,72.5042
1097,11,57.4875,72.1042
1097,12,49.4917,72.5875
1099,1,45.2375,69.0708
1099,2,47.8125,68.1125
1099,3,57.4667,66.3625
1099,4,64.2375,67.8167
1099,5,72.5375,70.5917
1099,6,79.1292,72.3083
1099,7,80.2917,75.8750
1099,8,80.0708,75.9292
1099,9,75.1000,73.7708
1099,10,64.6333,73.1083
1099,11,54.8042,71.7875
1099,12,46.2958,72.0042
1101,1,44.1208,67.6667
1101,2,47.1292,66.0875
1101,3,56.9125,63.7375
1101,4,63.8708,65.7750
1101,5,71.9083,69.0042
1101,6,78.8458,70.7958
1101,7,80.4583,74.5542
1101,8,80.3500,74.2333
1101,9,74.6750,72.3500
1101,10,63.9375,72.3458
1101,11,53.9333,70.5083
1101,12,45.4042,70.8833
1103,1,38.9125,69.0042
1103,2,41.9292,66.6417
1103,3,52.7250,63.7792
1103,4,61.1458,63.7542
1103,5,68.7667,69.6083
1103,6,76.7208,70.7250
1103,7,78.7833,73.9708
1103,8,78.9500,72.4958
1103,9,71.7750,71.5917
1103,10,60.3167,71.3958
1103,11,50.3417,69.3917
1103,12,40.7458,71.3417
1105,1,43.1750,68.2667
1105,2,46.1167,66.5792
1105,3,55.9917,64.7958
1105,4,63.3292,66.6667
1105,5,71.4083,70.6500
1105,6,78.5375,71.6708
1105,7,80.2792,75.2208
1105,8,80.2833,74.4833
1105,9,74.3875,72.9500
1105,10,63.2083,73.0500
1105,11,53.2458,70.9583
1105,12,44.3500,71.0958
1107,1,41.7167,68.5083
1107,2,44.6250,66.8750
1107,3,55.2458,64.7167
1107,4,63.0250,66.1167
1107,5,70.9917,70.9875
1107,6,78.5917,71.6250
1107,7,80.5625,74.8917
1107,8,80.5708,73.7167
1107,9,73.9625,72.6167
1107,10,62.5917,72.8792
1107,11,52.7375,70.9958
1107,12,43.3917,71.2292
1109,1,44.7708,68.0208
1109,2,47.6083,66.7750
1109,3,57.4292,64.8042
1109,4,64.0458,66.5750
1109,5,72.2458,69.0792
1109,6,78.7583,71.5292
1109,7,80.1125,75.2417
1109,8,79.7958,75.6333
1109,9,74.8417,73.3458
1109,10,64.5125,73.0958
1109,11,54.7583,71.2958
1109,12,46.2250,71.2583
1111,1,40.5417,66.6542
1111,2,43.5375,64.9583
1111,3,53.2792,63.6667
1111,4,60.7625,64.9417
1111,5,68.6958,69.8833
1111,6,76.3083,71.4000
1111,7,78.2250,74.8083
1111,8,78.4208,73.8625
1111,9,71.8125,72.5875
1111,10,60.6792,72.5583
1111,11,50.9583,69.5833
1111,12,41.9250,70.0708
1113,1,43.9167,65.7167
1113,2,46.7125,63.8292
1113,3,56.2083,62.2708
1113,4,63.2542,63.7917
1113,5,71.5250,67.0125
1113,6,78.3542,70.2500
1113,7,80.0417,73.5917
1113,8,79.8250,73.7500
1113,9,74.1875,71.2167
1113,10,63.6792,71.3083
1113,11,53.7250,68.8542
1113,12,45.1083,69.2292
1115,1,40.6292,67.1667
1115,2,43.6458,65.1708
1115,3,54.1292,63.4125
1115,4,61.8208,64.3833
1115,5,69.5667,70.2458
1115,6,77.1750,71.1500
1115,7,79.3083,74.5292
1115,8,79.5583,73.0958
1115,9,72.8333,71.9792
1115,10,61.4208,71.7083
1115,11,51.4583,68.9292
1115,12,42.1333,69.9667
1117,1,42.0458,67.3292
1117,2,45.1292,65.1375
1117,3,55.2458,63.6583
1117,4,62.7417,65.1167
1117,5,70.6458,70.2042
1117,6,78.0292,71.2875
1117,7,79.8750,74.7208
1117,8,79.9792,73.3875
1117,9,73.6542,72.3625
1117,10,62.4292,72.4583
1117,11,52.5458,69.5667
1117,12,43.5708,70.2625
1119,1,42.8833,69.2917
1119,2,46.0417,67.7083
1119,3,56.0333,65.5208
1119,4,63.6500,67.2958
1119,5,71.4333,71.2125
1119,6,78.8792,72.0125
1119,7,80.5292,75.4708
1119,8,80.3833,74.8542
1119,9,74.2958,73.3750
1119,10,63.1833,73.5083
1119,11,53.1792,71.8833
1119,12,44.1750,72.1167
1121,1,40.7917,67.3208
1121,2,43.7333,65.2250
1121,3,53.8708,63.6500
1121,4,61.2667,64.9375
1121,5,69.3417,70.3125
1121,6,76.8750,71.4375
1121,7,78.9875,74.8667
1121,8,79.0667,73.6292
1121,9,72.5333,72.3667
1121,10,61.2083,72.2500
1121,11,51.4292,69.4625
1121,12,42.2417,70.1125
1123,1,41.7917,66.9458
1123,2,44.7417,65.1500
1123,3,54.5542,63.6417
1123,4,61.7375,65.1667
1123,5,69.9083,69.4667
1123,6,77.1542,71.2583
1123,7,79.0667,74.7167
1123,8,78.9917,74.2250
1123,9,72.8250,72.6083
1123,10,61.8333,72.1292
1123,11,52.0208,69.8000
1123,12,43.1167,70.0917
1125,1,42.6792,67.8375
1125,2,45.6125,65.7792
1125,3,56.0208,63.7083
1125,4,63.6458,65.7833
1125,5,71.5667,70.4458
1125,6,78.9708,71.1708
1125,7,80.8625,74.5542
1125,8,80.9583,73.3958
1125,9,74.5625,72.2750
1125,10,63.1958,73.0208
1125,11,53.3000,70.7000
1125,12,44.3000,70.3750
1127,1,39.9667,67.8292
1127,2,42.9917,65.7708
1127,3,53.6417,63.5167
1127,4,61.5458,64.3875
1127,5,69.4375,69.9625
1127,6,77.2542,70.8333
1127,7,79.4167,74.0583
1127,8,79.5333,72.7208
1127,9,72.6083,71.7375
1127,10,60.9542,71.7833
1127,11,50.9583,69.3833
1127,12,41.5375,70.2375
1129,1,45.6958,69.7750
1129,2,48.2083,68.8292
1129,3,57.8750,67.3625
1129,4,64.9333,68.5000
1129,5,72.9708,71.0042
1129,6,79.5667,72.6333
1129,7,80.7250,76.0167
1129,8,80.3917,75.9958
1129,9,75.6042,73.5958
1129,10,65.1333,72.9375
1129,11,55.2042,72.1750
1129,12,46.5208,72.2708
1131,1,44.4083,68.7333
1131,2,47.0667,67.4083
1131,3,56.9583,65.5667
1131,4,63.9250,67.2542
1131,5,72.1250,70.4833
1131,6,78.9583,72.0333
1131,7,80.3083,75.5458
1131,8,80.2167,75.3333
1131,9,74.7917,73.4708
1131,10,64.1125,73.1875
1131,11,54.1750,71.5750
1131,12,45.3875,71.6833
1133,1,39.1750,68.4708
1133,2,42.2583,66.4417
1133,3,53.0958,63.7958
1133,4,61.1625,64.2292
1133,5,68.8500,70.0083
1133,6,76.7125,70.9708
1133,7,79.0583,74.0583
1133,8,79.1083,72.7250
1133,9,71.9458,71.8750
1133,10,60.5458,71.6750
1133,11,50.4292,69.3292
1133,12,40.9417,70.5958
2013,1,27.3000,83.0875
2013,2,29.1750,84.2000
2013,3,26.5917,79.6250
2013,4,33.3625,79.7167
2013,5,40.6958,79.7208
2013,6,46.5208,82.4958
2013,7,50.5042,85.5333
2013,8,51.8917,86.2125
2013,9,47.3042,82.7917
2013,10,39.5250,80.4667
2013,11,32.6167,80.4250
2013,12,28.8083,81.7250
2016,1,28.7792,80.6208
2016,2,28.4667,81.9042
2016,3,26.7083,79.8042
2016,4,32.5417,79.1375
2016,5,38.6000,80.5333
2016,6,44.5792,78.6875
2016,7,48.4375,80.1875
2016,8,50.8750,81.4500
2016,9,46.8333,81.1583
2016,10,39.9542,78.8542
2016,11,33.9833,78.3792
2016,12,30.6208,78.8625
2020,1,12.8708,78.4500
2020,2,19.5667,77.4750
2020,3,22.4917,63.9292
2020,4,36.4125,62.0292
2020,5,48.9750,57.5125
2020,6,55.4208,65.1708
2020,7,59.2333,71.3792
2020,8,56.4458,75.8917
2020,9,46.6417,75.3042
2020,10,35.4083,76.5333
2020,11,19.3667,81.2375
2020,12,16.3042,81.1833
2050,1,4.3500,80.4750
2050,2,12.0583,81.8833
2050,3,11.2750,74.2208
2050,4,27.1125,77.3208
2050,5,44.4083,69.4375
2050,6,54.0208,71.9292
2050,7,56.4292,78.3042
2050,8,54.3458,81.2667
2050,9,45.4500,80.7667
2050,10,31.2542,83.8708
2050,11,14.3917,86.8792
2050,12,8.3917,82.5542
2060,1,14.9292,84.1750
2060,2,21.3292,83.0625
2060,3,19.3542,73.7333
2060,4,33.2250,73.6583
2060,5,45.2667,69.0625
2060,6,51.7958,74.0708
2060,7,55.4292,79.9375
2060,8,54.5833,81.7958
2060,9,46.9417,80.0792
2060,10,35.6417,81.3250
2060,11,20.4083,84.8000
2060,12,15.9833,82.9667
2063,1,7.1333,77.5417
2063,2,15.8875,75.3000
2063,3,19.4542,65.0375
2063,4,34.7042,63.5542
2063,5,47.1000,62.1417
2063,6,53.9208,67.8708
2063,7,56.7958,73.7917
2063,8,53.2958,76.8375
2063,9,44.3875,75.8750
2063,10,32.7417,78.1292
2063,11,16.2583,80.2167
2063,12,12.1708,79.0333
2066,1,7.1333,77.5417
2066,2,15.8875,75.3000
2066,3,19.4542,65.0375
2066,4,34.7042,63.5542
2066,5,47.1000,62.1417
2066,6,53.9208,67.8708
2066,7,56.7958,73.7917
2066,8,53.2958,76.8375
2066,9,44.3875,75.8750
2066,10,32.7417,78.1292
2066,11,16.2583,80.2167
2066,12,12.1708,79.0333
2068,1,-2.0792,75.9042
2068,2,7.3292,74.0833
2068,3,9.9958,62.5417
2068,4,31.2708,58.4042
2068,5,48.3708,52.7000
2068,6,57.7125,59.0583
2068,7,59.6292,66.7458
2068,8,54.1833,73.0708
2068,9,42.1625,72.4417
2068,10,27.1208,79.2083
2068,11,6.5667,85.0917
2068,12,2.4458,80.5375
2070,1,12.2500,80.7458
2070,2,19.0500,81.2417
2070,3,17.7792,71.9583
2070,4,32.0958,74.0208
2070,5,45.1167,69.4833
2070,6,52.4792,73.8708
2070,7,55.9042,79.3958
2070,8,54.5458,81.3167
2070,9,46.5000,78.8708
2070,10,34.7292,80.5500
2070,11,19.7500,82.9458
2070,12,14.9333,80.5417
2090,1,-7.1250,81.7208
2090,2,1.7500,79.5667
2090,3,9.0042,64.8125
2090,4,32.6125,57.6125
2090,5,50.8292,50.6083
2090,6,60.5875,56.7083
2090,7,61.7417,64.6000
2090,8,55.3417,70.6292
2090,9,43.0792,71.4708
2090,10,25.9917,80.9792
2090,11,2.8792,85.2708
2090,12,-2.4875,81.6083
2100,1,23.7458,79.1292
2100,2,26.5708,76.6792
2100,3,29.6542,67.4792
2100,4,40.4083,65.7167
2100,5,49.8625,64.7042
2100,6,55.8333,71.5000
